标题,作者,出版商,出版刊物名称,出版时间,被引频次,180天内使用次数,2013年以来使用次数
IX. RISK_ CAUSATION_ MEDIATION_ AND MODERATION,Kumsta_ Robert; Rutter_ Michael; Stevens_ Suzanne; 等,WILEY-BLACKWELL_ 111 RIVER ST_ HOBOKEN 07030-5774_ NJ USA,MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,2010,7,3,5
Exploring accretion theory with X-ray binaries in the Small Magellanic Cloud,Coe_ M. J.; McBride_ V. A.; Corbet_ R. H. D,WILEY-BLACKWELL PUBLISHING_ INC_ COMMERCE PLACE_ 350 MAIN ST_ MALDEN 02148_ MA USA,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,JAN 1 2010,6,0,1
iShocks: X-ray binary jets with an internal shocks model,Jamil_ O.; Fender_ R. P.; Kaiser_ C. R,WILEY-BLACKWELL PUBLISHING_ INC_ COMMERCE PLACE_ 350 MAIN ST_ MALDEN 02148_ MA USA,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,JAN 1 2010,22,0,0
Dwarf nova oscillations and quasi-periodic oscillations in cataclysmic variables - VIII. VW Hyi in outburst observed with the Southern African Large Telescope star,Woudt_ P. A.; Warner_ B.; O'Donoghue_ D.; 等,WILEY-BLACKWELL PUBLISHING_ INC_ COMMERCE PLACE_ 350 MAIN ST_ MALDEN 02148_ MA USA,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,JAN 1 2010,5,0,1
Connections Between Graphical Gaussian Models and Factor Analysis,Salgueiro_ M. Fatima; Smith_ Peter W. F.; McDonald_ John W,LAWRENCE ERLBAUM ASSOC INC-TAYLOR &amp; FRANCIS_ 325 CHESTNUT STREET_ STE 800_ PHILADELPHIA_ PA 19106 USA,MULTIVARIATE BEHAVIORAL RESEARCH,2010, 0,1,4
Atmospheric correction for satellite remotely sensed data intended for agricultural applications: impact on vegetation indices,Hadjimitsis_ D. G.; Papadavid_ G.; Agapiou_ A.; 等,COPERNICUS GESELLSCHAFT MBH_ BAHNHOFSALLEE 1E_ GOTTINGEN_ 37081_ GERMANY,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,2010,49,5,18
Comparison of aerosol optical thickness with in situ visibility data over Cyprus,Retalis_ A.; Hadjimitsis_ D. G.; Michaelides_ S.; 等,COPERNICUS GESELLSCHAFT MBH_ BAHNHOFSALLEE 1E_ GOTTINGEN_ 37081_ GERMANY,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,2010,19,2,5
Genome-wide association study identifies five loci associated with lung function,Repapi_ Emmanouela; Sayers_ Ian; Wain_ Louise V.; 等,NATURE PUBLISHING GROUP_ 75 VARICK ST_ 9TH FLR_ NEW YORK_ NY 10013-1917 USA,NATURE GENETICS,JAN 2010,216,8,33
UK Renal Registry 12th Annual Report (December 2009): Chapter 7 Survival and Causes of Death of UK Adult Patients on Renal Replacement Therapy in 2008: national and centre-specific analyses,Ansell_ David; Roderick_ Paul; Steenkamp_ Retha; 等,KARGER_ ALLSCHWILERSTRASSE 10_ CH-4009 BASEL_ SWITZERLAND,NEPHRON CLINICAL PRACTICE,2010,9,0,1
Discrete States of Synaptic Strength in a Stochastic Model of Spike-Timing-Dependent Plasticity,Elliott_ Terry</div>,M I T PRESS_ 238 MAIN STREET_ STE 500_ CAMBRIDGE_ MA 02142-1046 USA,NEURAL COMPUTATION,JAN 2010,4,1,2
Abnormal discourse in semantic dementia: A data-driven approach,Garrard_ Peter; Forsyth_ Richard</div>,ROUTLEDGE JOURNALS_ TAYLOR &amp; FRANCIS LTD_ 4 PARK SQUARE_ MILTON PARK_ ABINGDON OX14 4RN_ OXFORDSHIRE_ ENGLAND,NEUROCASE,2010,5,2,4
Regression based D-optimality experimental design for sparse kernel density estimation,Chen_ S.; Hong_ X.; Harris_ C. J,ELSEVIER SCIENCE BV_ PO BOX 211_ 1000 AE AMSTERDAM_ NETHERLANDS,NEUROCOMPUTING,JAN 2010,5,1,3
Structured relaxation in the treatment of akathisia: case series,Hansen_ Lars K.; L'Allemand_ Thomas; Thiry_ Francine; 等,DOVE MEDICAL PRESS LTD_ PO BOX 300-008_ ALBANY_ AUCKLAND 0752_ NEW ZEALAND,NEUROPSYCHIATRIC DISEASE AND TREATMENT,2010, 0,1,2
A New Urinary Catheter-related Quality of Life Instrument for Adults,Wilde_ Mary H.; Getliffe_ Kathryn; Brasch_ Judith; 等,WILEY-BLACKWELL_ 111 RIVER ST_ HOBOKEN 07030-5774_ NJ USA,NEUROUROLOGY AND URODYNAMICS,2010,5,0,2
The transcriptome of Populus in elevated CO2 reveals increased anthocyanin biosynthesis during delayed autumnal senescence,Tallis_ M. J.; Lin_ Y.; Rogers_ A.; 等,WILEY-BLACKWELL_ COMMERCE PLACE_ 350 MAIN ST_ MALDEN 02148_ MA USA,NEW PHYTOLOGIST,2010,29,7,48
The New Financial Development Paradigm and Asian Bond Markets,Rethel_ Lena</div>,ROUTLEDGE JOURNALS_ TAYLOR &amp; FRANCIS LTD_ 4 PARK SQUARE_ MILTON PARK_ ABINGDON OX14 4RN_ OXFORDSHIRE_ ENGLAND,NEW POLITICAL ECONOMY,2010,9,1,14
Choosing our Science,Millard_ David; Wang_ Weigang</div>,TAYLOR &amp; FRANCIS LTD_ 4 PARK SQUARE_ MILTON PARK_ ABINGDON OX14 4RN_ OXON_ ENGLAND,NEW REVIEW OF HYPERMEDIA AND MULTIMEDIA,2010, 0,0,1
Capturing the semiotic relationship between terms,Hargood_ Charlie; Millard_ David E.; Weal_ Mark J,TAYLOR &amp; FRANCIS LTD_ 4 PARK SQUARE_ MILTON PARK_ ABINGDON OX14 4RN_ OXON_ ENGLAND,NEW REVIEW OF HYPERMEDIA AND MULTIMEDIA,2010, 0,0,0
Occupational health needs of commercial fishermen in South West England,Grimsmo-Powney_ Helen; Harris_ E. Clare; Reading_ Isabel; 等,OXFORD UNIV PRESS_ GREAT CLARENDON ST_ OXFORD OX2 6DP_ ENGLAND,OCCUPATIONAL MEDICINE-OXFORD,JAN 2010,1,0,4
Diagnostics of diapycnal diffusivity in z-level ocean models part I: 1-Dimensional case studies,Getzlaff_ Julia; Nurser_ George; Oschlies_ Andreas</div>,ELSEVIER SCI LTD_ THE BOULEVARD_ LANGFORD LANE_ KIDLINGTON_ OXFORD OX5 1GB_ OXON_ ENGLAND,OCEAN MODELLING,2010,8,0,5
A boundary-value problem for the parameterized mesoscale eddy transport,Ferrari_ Raffaele; Griffies_ Stephen M.; Nurser_ A. J. George; 等,ELSEVIER SCI LTD_ THE BOULEVARD_ LANGFORD LANE_ KIDLINGTON_ OXFORD OX5 1GB_ OXON_ ENGLAND,OCEAN MODELLING,2010,40,0,2
Importance of the variability of hydrographic preconditioning for deep convection in the Gulf of Lion_ NW Mediterranean,Grignon_ L.; Smeed_ D. A.; Bryden_ H. L.; 等,COPERNICUS GESELLSCHAFT MBH_ BAHNHOFSALLEE 1E_ GOTTINGEN_ 37081_ GERMANY,OCEAN SCIENCE,2010,11,4,9
Technical Note: A low cost unmanned aerial vehicle for ship based science missions,Waugh_ E.; Mowlem_ M,COPERNICUS GESELLSCHAFT MBH_ BAHNHOFSALLEE 1E_ GOTTINGEN_ 37081_ GERMANY,OCEAN SCIENCE,2010,1,0,6
Variability of heat and salinity content in the North Atlantic in the last decade,Ivchenko_ V. O.; Wells_ N. C.; Aleynik_ D. L.; 等,COPERNICUS GESELLSCHAFT MBH_ BAHNHOFSALLEE 1E_ GOTTINGEN_ 37081_ GERMANY,OCEAN SCIENCE,2010, 0,2,10
Short-term impacts of enhanced Greenland freshwater fluxes in an eddy-permitting ocean model,Marsh_ R.; Desbruyeres_ D.; Bamber_ J. L.; 等,COPERNICUS GESELLSCHAFT MBH_ BAHNHOFSALLEE 1E_ GOTTINGEN_ 37081_ GERMANY,OCEAN SCIENCE,2010,19,3,12
On the seasonal cycles and variability of Florida Straits_ Ekman and Sverdrup transports at 26 degrees N in the Atlantic Ocean,Atkinson_ C. P.; Bryden_ H. L.; Hirschi_ J. J-M.; 等,COPERNICUS GESELLSCHAFT MBH_ BAHNHOFSALLEE 1E_ GOTTINGEN_ 37081_ GERMANY,OCEAN SCIENCE,2010,17,4,15
Temperature-controlled transformation in fiber types of fluid-filled photonic crystal fibers and applications,Wang_ Yiping; Tan_ Xiaoling; Jin_ Wei; 等,OPTICAL SOC AMER_ 2010 MASSACHUSETTS AVE NW_ WASHINGTON_ DC 20036 USA,OPTICS LETTERS,JAN 1 2010,28,4,19
Synthetic biology,Tavassoli_ Ali</div>,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,ORGANIC &amp; BIOMOLECULAR CHEMISTRY,2010,1,0,5
Bis-cation salt complexation by meso-octamethylcalix[4]pyrrole: linking complexes in solution and in the solid state,Caltagirone_ Claudia; Bill_ Nathan L.; Gross_ Dustin E.; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,ORGANIC &amp; BIOMOLECULAR CHEMISTRY,2010,11,1,7
Carbamate complexation by urea-based receptors: studies in solution and the solid state,Edwards_ Peter R.; Hiscock_ Jennifer R.; Gale_ Philip A.; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,ORGANIC &amp; BIOMOLECULAR CHEMISTRY,2010,31,4,18
Synthesis of dihydrodehydrodiconiferyl alcohol: the revised structure of lawsonicin,Meng_ Junxiu; Jiang_ Tao; Bhatti_ Huma Aslam; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,ORGANIC &amp; BIOMOLECULAR CHEMISTRY,2010,13,1,7
A detailed investigation of the aza-Prins reaction,Dobbs_ Adrian P.; Guesne_ Sebastien J. J.; Parker_ Robert J.; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,ORGANIC &amp; BIOMOLECULAR CHEMISTRY,2010,20,6,19
Total synthesis of cis-reticulatacin-10-ones A and B: absolute stereochemical assignment,Ghani_ Sherif B. Abdel; Brown_ Lynda J.; Figadere_ Bruno; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,ORGANIC &amp; BIOMOLECULAR CHEMISTRY,2010,1,0,3
Synthetic use of the primary kinetic isotope effect in hydrogen atom transfer: generation of alpha-aminoalkyl radicals,Wood_ Mark E.; Bissiriou_ Sabine; Lowe_ Christopher; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,ORGANIC &amp; BIOMOLECULAR CHEMISTRY,2010,6,2,4
CG base pair recognition within DNA triple helices by modified N-methylpyrrolo-dC nucleosides,Gerrard_ Simon R.; Edrees_ Mastoura M.; Bouamaied_ Imenne; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,ORGANIC &amp; BIOMOLECULAR CHEMISTRY,2010,17,1,7
Push-pull 1_3-thiazolium-5-thiolates. Formation via concerted and stepwise pathways_ and theoretical evaluation of NLO properties,Cantillo_ David; Avalos_ Martin; Babiano_ Reyes; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,ORGANIC &amp; BIOMOLECULAR CHEMISTRY,2010,2,2,7
Validation of the IOF quality of life questionnaire for patients with wrist fracture,Lips_ P.; Jameson_ K.; Bianchi_ M. L.; 等,SPRINGER LONDON LTD_ ASHBOURNE HOUSE_ THE GUILDWAY_ OLD PORTSMOUTH ROAD_ ARTINGTON GU3 1LP_ GUILDFORD_ ENGLAND,OSTEOPOROSIS INTERNATIONAL,JAN 2010,9,1,4
Cancer Pain: Part 2: Physical_ Interventional and Complimentary Therapies; Management in the Community; Acute_ Treatment-Related and Complex Cancer Pain: A Perspective from the British Pain Society Endorsed by the UK Association of Palliative Medicine and the Royal College of General Practitioners,Raphael_ Jon; Hester_ Joan; Ahmedzai_ Sam; 等,WILEY-BLACKWELL_ 111 RIVER ST_ HOBOKEN 07030-5774_ NJ USA,PAIN MEDICINE,2010,17,4,11
Detection of Gallstones in Acute Pancreatitis: When and How?,Johnson_ Colin; Levy_ Philippe</div>,KARGER_ ALLSCHWILERSTRASSE 10_ CH-4009 BASEL_ SWITZERLAND,PANCREATOLOGY,2010,6,0,0
Clinical_ Emotional and Social Factors Associated with Quality of Life in Chronic Pancreatitis,Mokrowiecka_ A.; Pinkowski_ D.; Malecka-Panas_ E.; 等,KARGER_ ALLSCHWILERSTRASSE 10_ CH-4009 BASEL_ SWITZERLAND,PANCREATOLOGY,2010,7,1,1
Surfactant phospholipids_ surfactant proteins_ and inflammatory markers during acute lung injury in children,Todd_ David A.; Marsh_ Michael J.; George_ Anne; 等,LIPPINCOTT WILLIAMS &amp; WILKINS_ 530 WALNUT ST_ PHILADELPHIA_ PA 19106-3621 USA,PEDIATRIC CRITICAL CARE MEDICINE,JAN 2010,19,2,7
Direct Demonstration of Staphylococcus Biofilm in an External Ventricular Drain in a Patient with a History of Recurrent Ventriculoperitoneal Shunt Failure,Stoodley_ Paul; Braxton_ Ernest E._ Jr.; Nistico_ Laura; 等,KARGER_ ALLSCHWILERSTRASSE 10_ CH-4009 BASEL_ SWITZERLAND,PEDIATRIC NEUROSURGERY,2010,12,0,1
Phase behaviour and conductivity study on multi-component mixtures for electrodeposition in supercritical fluids,Bartlett_ Philip N.; Cook_ David C.; George_ Michael W.; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2010,14,3,28
Spectroscopic study of the reaction between Br-2 and dimethyl sulfide (DMS)_ and comparison with a parallel study made on Cl-2 + DMS: possible atmospheric implications,Beccaceci_ Sonya; Ogden_ J. Steven; Dyke_ John M,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2010,4,1,5
Structural isotope effects in metal hydrides and deuterides,Ting_ Valeska P.; Henry_ Paul F.; Kohlmann_ Holger; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2010,22,6,18
The conformation and orientational order of a 1_2-disubstituted ethane nematogenic molecule (I22) in liquid crystalline and isotropic phases studied by NMR spectroscopy,Emsley_ James W.; Lesot_ Philippe; Lesage_ Anne; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2010,9,0,5
Matrix isolation studies on the co-condensation reactions of molecular SiO and GeO: the characterisation of the novel cyclic species SiGeO2_ Si2GeO3 and SiGe2O3,Ogden_ J. Steven; Harrowven_ David C.; Wyatt_ Robert S.; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2010,1,3,10
A general strategy for obtaining F-19-F-19 and C-13-F-19 residual dipolar couplings in perfluorocarbons from the NMR spectroscopy of liquid crystalline samples,De Luca_ Giuseppina; Emsley_ James W.; Salager_ Elodie; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2010,6,0,7
Franck-Condon simulation of the photoelectron spectrum of AsF2 and the photodetachment spectrum of AsF2- using ab initio calculations: Ionization energy and electron affinity of AsF2,Mok_ Daniel K. W.; Lee_ Edmond P. F.; Chau_ Foo-tim; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2010,2,1,8
Monolayer anthracene and anthraquinone modified electrodes as platforms for Trametes hirsuta laccase immobilisation,Sosna_ Maciej; Chretien_ Jean-Mathieu; Kilburn_ Jeremy D.; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2010,33,8,43
The hydrogen evolution reaction and hydrogen oxidation reaction on thin film PdAu alloy surfaces,Al-Odail_ Faisal A.; Anastasopoulos_ Alexandros; Hayden_ Brian E,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2010,23,12,49
The electrodeposition of copper from supercritical CO2/acetonitrile mixtures and from supercritical trifluoromethane,Cook_ David; Bartlett_ Philip N.; Zhang_ Wenjian; 等,ROYAL SOC CHEMISTRY_ THOMAS GRAHAM HOUSE_ SCIENCE PARK_ MILTON RD_ CAMBRIDGE CB4 0WF_ CAMBS_ ENGLAND,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2010,11,4,40
Two-photon lasing by a single quantum dot in a high-Q microcavity,del Valle_ Elena; Zippilli_ Stefano; Laussy_ Fabrice P.; 等,AMER PHYSICAL SOC_ ONE PHYSICS ELLIPSE_ COLLEGE PK_ MD 20740-3844 USA,PHYSICAL REVIEW B,JAN 2010,26,3,21
Nonlinear birefringence and time-resolved Kerr measurement of spin lifetimes in (110) GaAs/AlyGa1-yAs quantum wells,Eldridge_ P. S.; Lagoudakis_ P. G.; Henini_ M.; 等,AMER PHYSICAL SOC_ ONE PHYSICS ELLIPSE_ COLLEGE PK_ MD 20740-3844 USA,PHYSICAL REVIEW B,JAN 2010,6,4,8
Quasiequilibrium lattice Boltzmann models with tunable bulk viscosity for enhancing stability,Asinari_ Pietro; Karlin_ Ilya V,AMER PHYSICAL SOC_ ONE PHYSICS ELLIPSE_ COLLEGE PK_ MD 20740-3844 USA,PHYSICAL REVIEW E,JAN 2010,13,2,12
Use of space technology for assisting water quality assessment and monitoring of inland water bodies,Hadjimitsis_ Diofantos Glafkou; Hadjimitsis_ Marinos Glafkou; Toulios_ Leonidas; 等,PERGAMON-ELSEVIER SCIENCE LTD_ THE BOULEVARD_ LANGFORD LANE_ KIDLINGTON_ OXFORD OX5 1GB_ ENGLAND,PHYSICS AND CHEMISTRY OF THE EARTH,2010,8,3,6
Retrieving visibility values using satellite remote sensing data,Hadjimitsis_ Diofantos G.; Clayton_ Chris; Toulios_ Leonidas</div>,PERGAMON-ELSEVIER SCIENCE LTD_ THE BOULEVARD_ LANGFORD LANE_ KIDLINGTON_ OXFORD OX5 1GB_ ENGLAND,PHYSICS AND CHEMISTRY OF THE EARTH,2010,10,0,1
Comparison of nutrient uptake between three-dimensional simulation and an averaged root system model,Leitner_ D.; Schnepf_ A.; Klepsch_ S.; 等,TAYLOR &amp; FRANCIS LTD_ 4 PARK SQUARE_ MILTON PARK_ ABINGDON OX14 4RN_ OXON_ ENGLAND,PLANT BIOSYSTEMS,2010,4,1,18
The effect of participant nonresponse on HIV prevalence estimates in a population-based survey in two informal settlements in Nairobi city,Ziraba_ Abdhalah K.; Madise_ Nyovani J.; Matilu_ Mwau; 等,BIOMED CENTRAL LTD_ 236 GRAYS INN RD_ FLOOR 6_ LONDON WC1X 8HL_ ENGLAND,POPULATION HEALTH METRICS,2010,11,0,0
A multilevel analysis of the effects of a reproductive health programme that encouraged informed choice of contraceptive method rather than use of officially preferred methods_ China 2003-2005,Brown_ James J.; Bohua_ Li; Padmadas_ Sabu S,ROUTLEDGE JOURNALS_ TAYLOR &amp; FRANCIS LTD_ 4 PARK SQUARE_ MILTON PARK_ ABINGDON OX14 4RN_ OXFORDSHIRE_ ENGLAND,POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY,2010,1,1,4
A nurse-led palpitations clinic: a 2-year experience,Scott_ P. A.; Appleford_ P.; Farrell_ T. G.; 等,B M J PUBLISHING GROUP_ BRITISH MED ASSOC HOUSE_ TAVISTOCK SQUARE_ LONDON WC1H 9JR_ ENGLAND,POSTGRADUATE MEDICAL JOURNAL,JAN 2010,1,0,2
A new approach to characterising aspheric surfaces,Sun_ W.; McBride_ J. W.; Hill_ M,ELSEVIER SCIENCE INC_ 360 PARK AVE SOUTH_ NEW YORK_ NY 10010-1710 USA,PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY,JAN 2010,12,2,4
Characterization of forces_ dynamic response_ and sound radiation from an articulated switch sleeper in a turnout system,Zhu_ J. Y.; Thompson_ D. J,SAGE PUBLICATIONS LTD_ 1 OLIVERS YARD_ 55 CITY ROAD_ LONDON EC1Y 1SP_ ENGLAND,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART F-JOURNAL OF RAIL AND RAPID TRANSIT,2010, 0,3,30
A full-scale experimental and modelling study of ballast flight under high-speed trains,Quinn_ A. D.; Hayward_ M.; Baker_ C. J.; 等,PROFESSIONAL ENGINEERING PUBLISHING LTD_ 1 BIRDCAGE WALK_ WESTMINISTER SW1H 9JJ_ ENGLAND,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART F-JOURNAL OF RAIL AND RAPID TRANSIT,2010,12,1,12
Life cycle cost modelling as an aircraft design support tool,Thokala_ P.; Scanlan_ J.; Chipperfield_ A,PROFESSIONAL ENGINEERING PUBLISHING LTD_ 1 BIRDCAGE WALK_ WESTMINISTER SW1H 9JJ_ ENGLAND,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART G-JOURNAL OF AEROSPACE ENGINEERING,2010,3,2,13
Large-eddy simulation of kerosene spray combustion in a model scramjet chamber,Zhang_ M.; Hu_ Z.; He_ G.; 等,SAGE PUBLICATIONS LTD_ 1 OLIVERS YARD_ 55 CITY ROAD_ LONDON EC1Y 1SP_ ENGLAND,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART G-JOURNAL OF AEROSPACE ENGINEERING,2010,4,3,25
Lithotripsy,Leighton_ T. G.; Cleveland_ R. O,PROFESSIONAL ENGINEERING PUBLISHING LTD_ 1 BIRDCAGE WALK_ WESTMINISTER SW1H 9JJ_ ENGLAND,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,2010,11,1,7
Performance of the resurfaced hip. Part 1: the influence of the prosthesis size and positioning on the remodelling and fracture of the femoral neck,Dickinson_ A. S.; Taylor_ A. C.; Browne_ M,PROFESSIONAL ENGINEERING PUBLISHING LTD_ 1 BIRDCAGE WALK_ WESTMINISTER SW1H 9JJ_ ENGLAND,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,2010,9,2,4
Performance of the resurfaced hip. Part 2: the influence of prosthesis stem design on remodelling and fracture of the femoral neck,Dickinson_ A. S.; Taylor_ A. C.; Jeffers_ J. R. T.; 等,SAGE PUBLICATIONS LTD_ 1 OLIVERS YARD_ 55 CITY ROAD_ LONDON EC1Y 1SP_ ENGLAND,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,2010,5,5,11
Skeletal stem cells and bone regeneration: translational strategies from bench to clinic,Tare_ R. S.; Kanczler_ J.; Aarvold_ A.; 等,PROFESSIONAL ENGINEERING PUBLISHING LTD_ 1 BIRDCAGE WALK_ WESTMINISTER SW1H 9JJ_ ENGLAND,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,2010,14,0,11
The use of computational fluid dynamics to aid cost-effective hydrodynamic design of autonomous underwater vehicles,Phillips_ A. B.; Turnock_ S. R.; Furlong_ M,SAGE PUBLICATIONS LTD_ 1 OLIVERS YARD_ 55 CITY ROAD_ LONDON EC1Y 1SP_ ENGLAND,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART M-JOURNAL OF ENGINEERING FOR THE MARITIME ENVIRONMENT,2010,8,5,10
Nature in engineering for monitoring the oceans: towards a bio-inspired flexible autonomous underwater vehicle operating in an unsteady flow,Phillips_ A. B.; Blake_ J. I.; Smith_ B.; 等,SAGE PUBLICATIONS LTD_ 1 OLIVERS YARD_ 55 CITY ROAD_ LONDON EC1Y 1SP_ ENGLAND,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART M-JOURNAL OF ENGINEERING FOR THE MARITIME ENVIRONMENT,2010,3,0,8
Low-altitude terrain following and collision avoidance in a flight-class autonomous underwater vehicle,McPhail_ S.; Furlong_ M.; Pebody_ M,SAGE PUBLICATIONS LTD_ 1 OLIVERS YARD_ 55 CITY ROAD_ LONDON EC1Y 1SP_ ENGLAND,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART M-JOURNAL OF ENGINEERING FOR THE MARITIME ENVIRONMENT,2010,2,3,13
Mechanics of a rowing stroke: surge speed variations of a single scull,Findlay_ M.; Turnock_ S. R,PROFESSIONAL ENGINEERING PUBLISHING LTD_ 1 BIRDCAGE WALK_ WESTMINISTER SW1H 9JJ_ ENGLAND,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART P-JOURNAL OF SPORTS ENGINEERING AND TECHNOLOGY,2010,1,2,9
Dual-band electromagnetic band gap structure for noise isolation in mixed signal SiP,Rotaru_ Mihai D.; Sykulski_ Jan K,WYDAWNICTWO SIGMA-N O T SP Z O O_ UL RATUSZOWA 11_ PO BOX 1004_ 00-950 WARSAW_ POLAND,PRZEGLAD ELEKTROTECHNICZNY,2010,1,2,2
Design study of a high temperature superconducting generator with YBCO windings,Goddard_ Kevin; Lukasik_ Bartosz; Rotaru_ Mihai; 等,WYDAWNICTWO SIGMA-N O T SP Z O O_ UL RATUSZOWA 11_ PO BOX 1004_ 00-950 WARSAW_ POLAND,PRZEGLAD ELEKTROTECHNICZNY,2010, 0,2,3
A randomized controlled trial of a cognitive behavioural therapy-based self-management intervention for irritable bowel syndrome in primary care,Moss-Morris_ R.; McAlpine_ L.; Didsbury_ L. P.; 等,CAMBRIDGE UNIV PRESS_ 32 AVENUE OF THE AMERICAS_ NEW YORK_ NY 10013-2473 USA,PSYCHOLOGICAL MEDICINE,JAN 2010,37,1,16
